Player,Team,Pos,Age,G,FG,FGA,3P,3PA,3P%,2P%,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PTS
A.J. Green,MIL,SG,24.0,46.0,1.5,3.6,1.2,3.0,0.414,0.485,0.948,0.2,1.0,1.2,0.6,0.2,0.0,0.2,4.4
A.J. Lawson,"DAL, 2TM, MIN",SG,22.0,18.0,1.3,2.5,0.4,1.2,0.265,0.705,0.288,0.3,1.0,1.2,0.2,0.1,0.0,0.2,3.2
AJ Griffin,ATL,SF,20.0,46.0,2.2,5.2,1.0,2.8,0.323,0.442,0.947,0.3,1.2,1.5,0.6,0.4,0.2,0.5,5.6
Aaron Gordon,"DEN, 2TM, ORL",PF,26.0,53.0,5.2,10.3,1.0,3.1,0.325,0.578,0.666,1.8,4.1,6.0,3.1,0.7,0.7,1.7,13.7
Aaron Henry,PHI,SF,22.0,6.0,0.2,0.8,0.0,0.2,0.0,0.25,0.0,0.0,0.2,0.2,0.0,0.0,0.3,0.3,0.3
Aaron Holiday,"IND, HOU, 2TM, PHO, ATL, WAS",PG,25.0,56.0,2.3,5.3,0.8,2.0,0.388,0.456,0.865,0.4,1.3,1.7,2.1,0.6,0.1,1.0,6.1
Aaron Nesmith,"BOS, IND",SF,22.0,61.0,2.8,6.1,1.2,3.4,0.356,0.558,0.803,0.6,2.4,3.0,0.9,0.6,0.4,0.8,7.7
Aaron Wiggins,OKC,SG,24.0,66.0,2.8,5.6,0.8,2.0,0.396,0.581,0.783,0.9,2.0,3.0,1.2,0.6,0.2,0.9,7.3
Abdel Nader,PHO,SF,28.0,19.0,1.6,3.6,0.6,1.4,0.352,0.458,0.678,0.3,2.0,2.2,0.6,0.5,0.4,0.8,4.6
Adam Flagler,OKC,SG,24.0,2.0,0.5,3.5,0.5,3.0,0.167,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.5
Adam Mokoka,CHI,SG,22.0,14.0,0.5,1.4,0.1,0.7,0.1,0.667,0.0,0.1,0.3,0.4,0.4,0.1,0.1,0.4,1.1
Adama Sanogo,CHI,PF,21.0,9.0,1.6,3.0,0.0,0.0,0.0,0.519,0.667,2.1,1.9,4.0,0.0,0.1,0.0,0.6,4.0
Ade Murkey,SAC,SG,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Admiral Schofield,ORL,"SF, PF",25.0,33.0,1.1,2.6,0.5,1.6,0.343,0.535,0.571,0.4,1.2,1.6,0.6,0.1,0.1,0.4,3.0
Ahmad Caver,IND,SG,25.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Al Horford,"BOS, OKC",C,36.0,56.0,4.2,8.8,1.8,4.6,0.392,0.572,0.81,1.3,5.5,6.8,3.1,0.7,1.0,0.8,10.7
Al-Farouq Aminu,"CHI, 2TM, ORL",PF,30.0,15.0,1.4,3.7,0.3,1.5,0.203,0.411,0.814,0.8,3.6,4.5,1.1,0.7,0.3,1.1,3.8
Alec Burks,"NYK, DET, 2TM",SG,31.0,52.0,3.5,8.9,1.9,4.8,0.385,0.386,0.832,0.4,2.8,3.2,1.9,0.6,0.2,0.9,11.1
Aleem Ford,ORL,SF,24.0,5.0,1.2,4.0,0.4,3.0,0.133,0.8,0.0,0.4,2.6,3.0,0.4,0.2,0.0,0.8,2.8
Aleksej Pokusevski,"2TM, OKC, CHO",PF,21.0,33.0,2.3,5.9,0.8,2.7,0.301,0.455,0.676,0.8,3.1,3.9,1.6,0.5,0.7,1.2,6.3
Alen Smailagić,GSW,PF,20.0,15.0,0.7,1.8,0.3,0.7,0.4,0.412,0.333,0.4,0.7,1.1,0.3,0.2,0.3,0.3,1.9
Alex Caruso,"LAL, CHI","SG, PG",28.0,59.0,2.6,5.8,1.2,3.1,0.376,0.511,0.752,0.7,2.6,3.3,3.3,1.5,0.6,1.3,7.4
Alex Fudge,"LAL, 2TM, DAL",SF,20.0,4.0,1.3,2.8,0.2,0.9,0.178,0.472,0.667,0.7,0.2,0.9,0.0,0.7,0.0,0.4,3.0
Alex Len,"SAC, TOR, WAS, 2TM",C,28.0,40.0,1.7,3.0,0.1,0.4,0.228,0.595,0.615,1.0,2.2,3.2,0.8,0.2,0.8,0.8,4.4
Alfonzo McKinnie,"LAL, CHI",SF,28.0,28.0,1.3,3.0,0.4,1.3,0.372,0.517,0.403,0.7,1.0,1.6,0.2,0.2,0.1,0.2,3.3
Alize Johnson,"SAS, WAS, BRK, NOP, 3TM, CHI",PF,25.0,11.0,1.0,2.2,0.0,0.3,0.028,0.539,0.567,1.3,2.0,3.3,0.4,0.2,0.0,0.6,2.4
Alondes Williams,"MIA, BRK",SG,24.0,4.0,0.2,0.6,0.0,0.3,0.0,0.25,0.5,0.0,0.6,0.6,0.0,0.0,0.0,1.2,0.4
Alperen Şengün,HOU,C,20.0,70.0,5.9,11.2,0.4,1.4,0.293,0.559,0.706,2.7,5.2,7.9,3.8,1.0,0.8,2.4,15.2
Amari Bailey,CHO,PG,19.0,10.0,0.8,2.4,0.1,0.8,0.125,0.438,0.857,0.6,0.3,0.9,0.7,0.3,0.0,0.4,2.3
Amen Thompson,HOU,SF,21.0,62.0,3.9,7.2,0.1,0.9,0.138,0.595,0.684,2.4,4.2,6.6,2.6,1.3,0.6,1.5,9.5
Amida Brimah,IND,C,26.0,5.0,1.0,1.6,0.0,0.0,0.0,0.625,1.0,0.4,1.2,1.6,0.2,0.0,1.0,0.8,2.6
Amir Coffey,LAC,"SF, SG",24.0,58.0,1.9,4.2,0.8,2.1,0.361,0.502,0.803,0.3,1.4,1.8,1.1,0.4,0.1,0.5,5.6
Anderson Varejão,CLE,C,38.0,5.0,0.8,3.2,0.0,0.2,0.0,0.267,0.556,1.4,2.6,4.0,0.6,0.0,0.4,0.2,2.6
Andre Drummond,"PHI, 2TM, BRK, LAL, CLE, CHI",C,28.0,48.0,4.4,8.2,0.0,0.1,0.0,0.552,0.563,3.2,6.7,10.0,1.5,1.1,0.9,1.8,10.6
Andre Iguodala,"MIA, GSW","SF, PF",38.0,34.0,1.3,3.2,0.5,2.1,0.224,0.716,0.692,0.6,2.4,2.9,2.8,0.8,0.6,1.0,3.5
Andre Jackson Jr.,MIL,SG,22.0,57.0,0.9,1.8,0.3,0.8,0.37,0.611,0.727,0.8,1.2,2.0,0.9,0.3,0.1,0.5,2.2
Andre Roberson,BRK,SG,29.0,5.0,0.4,2.8,0.2,1.6,0.125,0.167,0.5,1.4,1.6,3.0,0.8,0.6,0.2,0.4,1.2
Andrew Funk,CHI,SG,24.0,5.0,0.0,0.8,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0
Andrew Nembhard,IND,"SG, PG",24.0,72.0,3.8,8.2,1.0,3.0,0.354,0.536,0.797,0.5,1.8,2.4,4.3,0.9,0.2,1.6,9.4
Andrew Wiggins,GSW,"SF, PF",26.0,63.0,6.4,13.6,2.0,5.1,0.382,0.518,0.678,1.4,3.4,4.7,2.2,0.9,0.8,1.4,16.5
Anfernee Simons,POR,SG,22.0,57.0,6.0,13.8,3.0,7.5,0.398,0.473,0.876,0.4,2.4,2.8,3.7,0.5,0.1,1.9,17.2
Anthony Black,ORL,PG,20.0,69.0,1.7,3.6,0.5,1.4,0.394,0.51,0.613,0.5,1.5,2.0,1.3,0.5,0.3,0.8,4.6
Anthony Davis,LAL,"PF, C",28.0,52.0,9.2,17.1,0.4,1.8,0.244,0.57,0.763,2.8,8.0,10.7,3.1,1.2,2.0,2.1,23.9
Anthony Edwards,MIN,SG,20.0,76.0,8.2,18.3,2.6,7.4,0.353,0.508,0.788,0.8,4.4,5.2,4.0,1.4,0.6,2.8,22.8
Anthony Gill,WAS,PF,30.0,45.0,1.3,2.6,0.2,0.7,0.303,0.603,0.79,0.7,1.2,1.9,0.6,0.2,0.2,0.4,3.6
Anthony Lamb,"HOU, SAS, GSW",SF,24.0,29.0,1.4,3.7,0.7,2.4,0.23,0.38,0.541,0.7,1.6,2.3,1.2,0.3,0.2,0.6,4.1
Anthony Tolliver,PHI,PF,35.0,11.0,0.4,1.5,0.4,1.3,0.286,0.0,0.833,0.3,0.6,0.9,0.2,0.3,0.2,0.3,1.5
Anžejs Pasečņiks,WAS,C,25.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0
Armoni Brooks,"HOU, TOR, BRK, 2TM","SG, PG",23.0,28.0,2.0,5.7,1.6,4.7,0.32,0.501,0.756,0.5,1.7,2.2,1.1,0.4,0.2,0.6,5.9
Arnoldas Kulboka,CHO,SF,24.0,2.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aron Baynes,TOR,C,34.0,53.0,2.5,5.7,0.5,1.9,0.262,0.532,0.707,1.6,3.5,5.2,0.9,0.3,0.4,0.9,6.1
Ashton Hagans,"POR, MIN",PG,22.0,10.0,0.8,1.8,0.2,0.6,0.16,0.228,0.412,0.4,0.8,1.2,1.4,0.3,0.2,1.0,2.1
Ausar Thompson,DET,SF,21.0,63.0,3.7,7.6,0.3,1.8,0.186,0.575,0.597,2.0,4.3,6.4,1.9,1.1,0.9,1.3,8.8
Austin Reaves,LAL,SG,24.0,69.0,4.0,8.1,1.4,3.7,0.361,0.61,0.852,0.6,2.8,3.5,3.6,0.6,0.3,1.4,12.1
Austin Rivers,"DEN, NYK, 2TM, MIN",SG,29.0,38.0,2.6,5.9,1.3,3.7,0.36,0.53,0.725,0.2,1.8,2.0,1.9,0.8,0.1,0.8,7.0
Avery Bradley,"MIA, HOU, LAL, 2TM",SG,30.0,29.0,2.4,6.2,1.3,3.6,0.352,0.458,0.825,0.4,1.8,2.1,1.4,0.8,0.1,0.9,6.6
Axel Toupane,MIL,SF,28.0,8.0,0.5,1.4,0.1,0.3,0.5,0.333,0.714,0.0,0.8,0.8,0.5,0.3,0.4,0.0,1.8
Ayo Dosunmu,CHI,SG,23.0,78.0,3.9,7.8,1.1,2.9,0.364,0.582,0.765,0.6,2.2,2.8,3.0,0.8,0.4,1.3,9.9
B.J. Johnson,ORL,SF,26.0,4.0,2.8,6.3,1.0,2.5,0.4,0.467,0.0,1.5,2.3,3.8,0.0,0.0,0.3,0.0,6.5
Bam Adebayo,MIA,C,24.0,66.0,7.5,13.7,0.0,0.2,0.172,0.552,0.778,2.3,7.3,9.7,4.0,1.2,0.9,2.5,19.4
Ben McLemore,"HOU, LAL, POR, 2TM",SG,27.0,42.0,2.8,7.2,2.0,5.6,0.352,0.473,0.759,0.2,1.5,1.8,0.8,0.4,0.2,0.8,8.3
Ben Sheppard,IND,SG,22.0,57.0,1.6,4.0,0.9,2.7,0.314,0.562,0.885,0.3,1.3,1.6,0.9,0.6,0.0,0.3,4.4
Ben Simmons,"BRK, PHI",PG,26.0,38.0,3.9,6.9,0.0,0.1,0.1,0.571,0.484,1.6,5.6,7.1,6.2,1.2,0.6,2.4,9.1
Bennedict Mathurin,IND,"SF, SG",20.0,68.0,5.2,11.7,1.4,3.8,0.349,0.484,0.824,1.0,3.0,4.0,1.8,0.6,0.2,1.8,15.6
Bilal Coulibaly,WAS,SF,19.0,63.0,3.0,6.9,1.0,2.9,0.346,0.502,0.702,0.9,3.2,4.1,1.7,0.9,0.8,1.4,8.4
Bismack Biyombo,"2TM, PHO, MEM, OKC, CHO",C,30.0,40.0,1.9,3.3,0.0,0.0,0.0,0.578,0.466,1.6,3.1,4.6,1.0,0.3,0.9,0.9,4.4
Blake Griffin,"BOS, BRK, DET, 2TM","PF, C",32.0,38.0,3.1,7.2,1.2,3.6,0.33,0.54,0.723,0.9,3.6,4.5,2.5,0.6,0.3,1.0,8.8
Blake Wesley,SAS,SG,20.0,49.0,1.8,4.6,0.4,1.2,0.302,0.432,0.629,0.3,1.5,1.8,2.7,0.6,0.1,1.4,4.7
Boban Marjanović,"HOU, DAL",C,34.0,25.0,1.6,2.8,0.0,0.1,0.094,0.603,0.698,0.7,1.7,2.4,0.3,0.1,0.1,0.5,3.9
Bobby Portis,MIL,"PF, C",26.0,72.0,5.5,11.0,1.4,3.4,0.41,0.544,0.762,2.1,6.2,8.3,1.3,0.7,0.4,1.1,13.5
Bogdan Bogdanović,ATL,SG,30.0,60.0,5.6,12.6,2.9,7.4,0.396,0.512,0.876,0.5,3.0,3.5,3.1,1.0,0.3,1.2,15.6
Bojan Bogdanović,"NYK, UTA, DET, 2TM","SF, PF",33.0,52.0,5.9,12.8,2.4,6.1,0.395,0.511,0.831,0.5,2.8,3.4,1.9,0.5,0.1,1.9,17.1
Bol Bol,"DEN, PHO, ORL",PF,22.0,40.0,2.0,3.5,0.3,1.0,0.328,0.607,0.654,0.5,2.3,2.8,0.5,0.2,0.5,0.7,4.7
Bones Hyland,"DEN, LAC, 2TM","SG, PG",22.0,44.0,3.6,9.1,1.9,5.1,0.358,0.448,0.82,0.3,2.1,2.4,3.0,0.7,0.2,1.3,10.3
Brad Wanamaker,"IND, 2TM, GSW, WAS, CHO",PG,32.0,28.0,1.7,4.4,0.2,0.9,0.166,0.432,0.917,0.3,1.8,2.1,3.4,0.8,0.2,0.9,5.2
Bradley Beal,"WAS, PHO",SG,28.0,51.0,9.0,18.4,1.8,5.1,0.361,0.537,0.844,1.0,3.4,4.4,5.4,1.0,0.5,3.0,24.0
Brandin Podziemski,GSW,SG,20.0,74.0,3.7,8.1,1.2,3.2,0.385,0.499,0.633,1.6,4.2,5.8,3.7,0.8,0.2,1.2,9.2
Brandon Boston Jr.,LAC,"SF, SG",21.0,35.0,2.3,5.6,0.5,1.7,0.33,0.437,0.76,0.4,1.3,1.7,0.8,0.4,0.2,0.6,6.1
Brandon Clarke,MEM,PF,26.0,46.0,4.6,7.8,0.2,0.7,0.205,0.625,0.552,1.9,3.6,5.4,1.4,0.8,0.9,0.6,10.5
Brandon Goodwin,"ATL, CLE",PG,26.0,42.0,1.8,4.5,0.6,1.8,0.328,0.444,0.642,0.3,1.4,1.7,2.2,0.6,0.0,0.9,4.8
Brandon Ingram,NOP,SF,24.0,56.0,8.4,17.6,1.6,4.4,0.363,0.513,0.847,0.6,4.7,5.3,5.5,0.7,0.5,2.8,23.0
Brandon Knight,DAL,PG,30.0,5.0,2.0,5.0,0.8,3.4,0.235,0.75,1.0,0.0,1.6,1.6,1.6,0.2,0.0,0.8,6.4
Brandon Miller,CHO,SF,21.0,74.0,6.4,14.6,2.5,6.7,0.373,0.495,0.827,0.8,3.4,4.3,2.4,0.9,0.6,1.8,17.3
Brandon Williams,"DAL, POR",PG,23.0,20.0,2.8,7.5,0.8,2.7,0.246,0.428,0.674,0.5,1.4,2.0,2.4,0.6,0.2,1.4,8.0
Braxton Key,"DEN, PHI, DET, 2TM",SF,25.0,9.0,1.6,3.3,0.3,1.0,0.197,0.693,0.565,0.6,1.8,2.4,0.6,0.5,0.5,0.6,3.8
Brian Bowen,IND,SF,22.0,6.0,0.2,0.7,0.0,0.2,0.0,0.333,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5
Brice Sensabaugh,UTA,SF,20.0,32.0,2.7,6.8,1.1,3.6,0.296,0.495,0.902,0.5,2.7,3.2,1.7,0.4,0.2,1.5,7.5
Brodric Thomas,"HOU, CLE, 2TM, BOS",SG,24.0,19.0,0.9,2.6,0.4,1.5,0.236,0.649,0.664,0.3,1.1,1.3,0.9,0.4,0.2,0.7,3.1
Brook Lopez,MIL,C,34.0,60.0,5.0,10.1,1.6,4.5,0.359,0.607,0.83,1.6,3.6,5.2,1.0,0.6,1.9,1.0,13.3
Bruce Brown,"IND, 2TM, BRK, DEN, TOR","SF, SG, PG",26.0,58.0,4.0,8.2,0.7,2.1,0.336,0.549,0.788,1.0,3.4,4.5,2.6,1.0,0.4,1.2,10.3
Bruno Caboclo,HOU,PF,25.0,6.0,1.3,2.8,0.0,0.8,0.0,0.667,0.5,0.5,1.8,2.3,0.2,0.0,0.3,0.7,2.8
Bruno Fernando,"BOS, HOU, ATL, 2TM",C,24.0,27.0,1.5,2.6,0.0,0.1,0.188,0.578,0.696,1.0,1.9,2.8,0.5,0.2,0.6,0.6,3.8
Bryce McGowens,CHO,SG,20.0,52.0,1.7,4.2,0.6,1.7,0.329,0.483,0.763,0.4,1.5,1.8,1.0,0.4,0.2,0.7,5.2
Bryn Forbes,"SAS, 2TM, MIL, MIN, DEN",SG,28.0,49.0,2.8,6.5,1.5,3.7,0.399,0.456,0.899,0.2,1.0,1.2,0.9,0.3,0.1,0.7,8.0
Buddy Boeheim,DET,SF,24.0,10.0,0.7,2.8,0.6,2.5,0.24,0.375,0.9,0.2,0.6,0.8,0.4,0.1,0.0,0.0,2.5
Buddy Hield,"IND, 2TM, PHI, SAC","SF, SG",30.0,60.0,5.3,12.4,3.1,8.2,0.384,0.502,0.869,0.7,3.4,4.1,3.0,0.9,0.4,1.6,14.7
C.J. Miles,BOS,SG,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CJ Elleby,POR,SF,20.0,44.0,1.5,3.8,0.4,1.6,0.25,0.512,0.724,0.8,1.8,2.5,0.9,0.4,0.2,0.6,4.0
CJ McCollum,"POR, 2TM, NOP","SG, PG",30.0,52.0,8.3,18.2,3.1,7.8,0.398,0.501,0.744,0.7,3.5,4.3,5.1,1.0,0.4,1.9,21.8
Cade Cunningham,DET,"SG, PG",21.0,46.0,7.7,17.9,1.7,5.4,0.316,0.475,0.85,0.8,4.5,5.3,6.4,1.0,0.6,3.5,20.0
Caleb Houstan,ORL,SF,20.0,55.0,1.4,3.6,1.0,3.0,0.356,0.525,0.82,0.6,1.1,1.6,0.6,0.2,0.1,0.4,4.0
Caleb Martin,"MIA, CHO",SF,26.0,62.0,3.2,7.0,1.0,3.0,0.341,0.524,0.747,1.0,2.9,3.9,1.6,0.8,0.4,1.0,8.4
Cam Reddish,"2TM, POR, LAL, NYK, ATL",SF,22.0,32.0,3.2,7.6,1.1,3.5,0.316,0.499,0.856,0.5,1.8,2.4,1.2,1.0,0.3,1.1,9.2
Cam Thomas,BRK,SG,21.0,63.0,4.9,11.2,1.3,3.6,0.339,0.488,0.851,0.2,2.2,2.4,1.8,0.5,0.1,1.3,13.9
Cam Whitmore,HOU,SF,19.0,47.0,4.5,9.9,1.7,4.7,0.359,0.538,0.679,0.9,2.9,3.8,0.7,0.6,0.4,1.0,12.3
Cameron Johnson,"BRK, PHO, 2TM",PF,26.0,45.0,4.7,10.2,2.4,6.0,0.399,0.54,0.834,0.8,3.4,4.1,1.8,1.0,0.3,0.8,13.6
Cameron McGriff,POR,SF,24.0,3.0,1.7,4.7,0.7,2.0,0.333,0.375,1.0,2.0,3.0,5.0,1.0,0.0,0.3,0.0,4.7
Cameron Oliver,"HOU, ATL",SF,24.0,3.0,4.9,7.9,0.8,2.4,0.32,0.75,0.458,1.2,3.0,4.2,1.4,0.5,0.8,0.4,11.2
Cameron Payne,"MIL, PHI, PHO, 2TM",PG,28.0,54.0,3.2,7.6,1.3,3.5,0.386,0.48,0.854,0.3,1.7,2.0,3.5,0.6,0.2,1.2,8.7
Cameron Reynolds,"SAS, HOU, 2TM",SF,25.0,3.0,1.3,4.1,0.7,2.8,0.167,0.5,0.0,0.5,0.7,1.2,0.5,0.0,0.0,0.0,3.4
Caris LeVert,"IND, CLE, BRK, 2TM",SG,27.0,44.0,6.4,14.6,1.6,4.8,0.333,0.488,0.768,0.7,3.3,4.0,4.7,1.1,0.5,1.9,16.8
Carlik Jones,"DEN, DAL, CHI, 2TM",PG,24.0,4.0,0.4,1.8,0.1,0.4,0.125,0.24,0.656,0.2,0.4,0.6,0.9,0.2,0.0,0.5,1.4
Carmelo Anthony,"LAL, POR",PF,36.0,69.0,4.6,10.9,2.0,5.2,0.392,0.475,0.86,0.7,3.0,3.6,1.2,0.7,0.7,0.9,13.4
Carsen Edwards,"BOS, DET",SG,22.0,18.0,1.9,5.6,0.8,3.0,0.268,0.48,0.923,0.3,0.8,1.2,2.0,0.4,0.0,0.8,4.9
Cason Wallace,OKC,SG,20.0,82.0,2.6,5.4,1.2,2.9,0.419,0.572,0.784,0.6,1.6,2.3,1.5,0.9,0.5,0.5,6.8
Cassius Stanley,"IND, DET",SG,22.0,16.0,1.3,3.4,0.2,1.2,0.233,0.425,0.889,0.4,1.0,1.5,0.2,0.3,0.2,0.4,3.6
Cassius Winston,WAS,PG,22.0,14.0,0.6,1.6,0.4,0.8,0.402,0.388,0.916,0.0,0.2,0.2,0.8,0.0,0.0,0.3,2.0
Cat Barber,ATL,PG,27.0,3.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.3,0.7,1.0,1.0,0.0,0.0,0.3,0.0
Cedi Osman,"SAS, CLE",SF,26.0,68.0,3.3,7.7,1.6,4.5,0.356,0.546,0.708,0.4,2.2,2.6,2.0,0.7,0.2,1.0,9.2
Chance Comanche,POR,C,26.0,1.0,3.0,5.0,0.0,0.0,0.0,0.6,0.25,2.0,1.0,3.0,0.0,0.0,1.0,0.0,7.0
Chandler Hutchison,"CHI, WAS, 2TM, PHO",SF,24.0,14.0,1.1,2.9,0.2,0.6,0.266,0.39,0.916,0.2,2.3,2.5,0.6,0.3,0.1,0.8,3.0
Charles Bassey,"SAS, PHI",C,22.0,26.0,1.8,2.7,0.0,0.2,0.125,0.701,0.726,1.4,2.6,4.1,0.9,0.4,0.8,0.8,4.0
Charlie Brown Jr.,"PHI, 2TM, NYK, OKC, DAL",SG,24.0,12.0,0.6,2.3,0.2,1.0,0.144,0.303,0.54,0.3,0.7,1.1,0.4,0.4,0.2,0.3,1.8
Chasson Randle,ORL,PG,27.0,41.0,2.2,5.8,1.1,3.2,0.338,0.449,0.792,0.2,1.8,2.0,1.8,0.5,0.1,1.1,6.5
Chaundee Brown Jr.,"LAL, ATL, 2TM","SF, SG",23.0,3.0,1.8,6.1,1.1,3.4,0.244,0.279,0.555,0.2,2.8,3.0,0.7,0.4,0.0,0.2,5.6
Cheick Diallo,DET,C,25.0,3.0,1.0,2.7,0.0,0.0,0.0,0.375,0.833,1.3,2.7,4.0,0.0,0.3,0.0,0.3,3.7
Chet Holmgren,OKC,C,21.0,82.0,6.2,11.6,1.6,4.3,0.37,0.623,0.793,1.6,6.3,7.9,2.4,0.6,2.3,1.6,16.5
Chima Moneke,SAC,SF,27.0,2.0,0.5,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0
Chimezie Metu,"2TM, DET, PHO, SAC","PF, C",25.0,44.0,2.7,5.4,0.5,1.8,0.298,0.611,0.83,0.8,3.3,4.1,1.0,0.8,0.4,1.0,7.0
Chris Boucher,TOR,"SF, PF, C",30.0,66.0,3.4,7.0,1.0,2.8,0.334,0.603,0.775,1.9,3.8,5.6,0.6,0.5,1.0,0.6,9.7
Chris Chiozza,"GSW, BRK",PG,26.0,28.0,1.0,3.2,0.6,1.8,0.316,0.32,0.716,0.2,0.9,1.1,2.4,0.4,0.2,0.8,3.0
Chris Duarte,"IND, SAC","SF, SG",25.0,53.0,3.0,7.4,1.2,3.5,0.344,0.446,0.813,0.5,2.3,2.8,1.4,0.7,0.2,1.0,8.3
Chris Livingston,MIL,SF,20.0,21.0,0.5,1.0,0.0,0.2,0.2,0.588,0.75,0.1,0.9,1.0,0.2,0.1,0.0,0.2,1.2
Chris Paul,"GSW, PHO",PG,36.0,63.0,5.1,10.8,1.4,3.7,0.364,0.52,0.857,0.4,3.9,4.3,8.8,1.5,0.3,2.0,13.6
Chris Silva,"2TM, MIA, MIN, DAL, SAC",PF,25.0,7.0,0.6,1.0,0.0,0.0,0.286,0.524,0.447,0.5,1.3,1.9,0.3,0.0,0.2,0.6,1.8
Christian Braun,DEN,SG,22.0,79.0,2.3,4.8,0.6,1.6,0.369,0.532,0.66,0.8,2.3,3.0,1.2,0.5,0.3,0.6,6.0
Christian Koloko,TOR,C,22.0,58.0,1.2,2.6,0.0,0.2,0.083,0.514,0.627,1.4,1.5,2.9,0.5,0.4,1.0,0.3,3.1
Christian Wood,"HOU, DAL, LAL","PF, C",26.0,56.0,5.7,11.3,1.5,4.1,0.362,0.583,0.682,1.4,6.6,8.0,1.7,0.6,1.0,1.7,15.6
Chuma Okeke,ORL,"SF, PF",24.0,47.0,2.2,5.6,1.1,3.3,0.312,0.497,0.732,0.8,2.8,3.6,1.4,0.8,0.4,0.6,5.8
Clint Capela,ATL,C,28.0,69.0,5.4,9.0,0.0,0.0,0.0,0.608,0.57,4.3,7.7,12.0,1.0,0.7,1.5,0.9,12.4
Coby White,CHI,"SG, PG",22.0,71.0,5.1,11.8,2.2,6.0,0.373,0.503,0.867,0.4,3.2,3.6,3.9,0.6,0.2,1.6,14.2
Cody Martin,CHO,SF,26.0,40.0,2.4,5.6,0.6,2.1,0.297,0.496,0.615,1.0,2.6,3.6,2.4,0.9,0.4,0.9,6.0
Cody Zeller,"MIA, POR, NOP, CHO",C,30.0,33.0,2.2,3.8,0.0,0.2,0.119,0.566,0.695,1.8,2.8,4.6,1.0,0.3,0.2,0.8,5.7
Colby Jones,SAC,SG,21.0,30.0,0.9,2.4,0.1,0.7,0.091,0.531,0.545,0.6,0.8,1.3,0.7,0.2,0.2,0.3,2.1
Cole Anthony,ORL,PG,22.0,63.0,4.7,11.3,1.4,4.1,0.344,0.462,0.851,0.7,4.0,4.7,4.2,0.7,0.4,2.0,13.4
Cole Swider,"MIA, LAL",SF,24.0,12.0,0.6,1.7,0.5,1.4,0.354,0.312,0.5,0.1,0.6,0.7,0.4,0.0,0.0,0.2,1.8
Colin Castleton,LAL,C,23.0,16.0,0.6,1.0,0.0,0.0,0.0,0.563,1.0,0.4,0.4,0.8,0.2,0.1,0.0,0.2,1.5
Collin Gillespie,DEN,PG,24.0,24.0,1.3,2.9,0.6,1.6,0.395,0.548,0.667,0.0,0.8,0.9,1.1,0.5,0.0,0.6,3.6
Collin Sexton,"UTA, CLE","SG, PG",24.0,49.0,6.6,13.8,1.3,3.8,0.351,0.53,0.809,1.0,1.8,2.8,3.6,0.8,0.1,2.4,18.3
