Player,Team,Pos,Age,G,FG,FGA,3P,3PA,3P%,2P%,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PTS
Gordon Hayward,"2TM, OKC, CHO",SF,32.0,41.0,4.9,10.5,1.2,2.9,0.403,0.488,0.783,0.8,3.5,4.2,3.5,0.9,0.3,1.6,13.3
Gorgui Dieng,"SAS, ATL, 2TM, MEM",C,32.0,30.0,1.8,3.8,0.7,1.9,0.386,0.585,0.817,1.0,2.5,3.4,1.3,0.5,0.4,0.8,5.5
Gradey Dick,TOR,SG,20.0,60.0,3.2,7.4,1.5,4.0,0.365,0.495,0.863,0.5,1.8,2.2,1.1,0.6,0.0,0.8,8.5
Grant Riller,CHO,PG,23.0,7.0,1.1,1.7,0.3,0.6,0.5,0.75,0.0,0.0,0.1,0.1,0.4,0.1,0.0,0.1,2.6
Grant Williams,"BOS, DAL, 2TM, CHO",PF,24.0,62.0,3.1,6.7,1.4,3.7,0.384,0.545,0.755,1.0,3.0,4.0,1.8,0.5,0.5,1.2,8.8
Grayson Allen,"MIL, MEM, PHO",SG,26.0,66.0,3.8,8.4,2.3,5.6,0.415,0.523,0.879,0.6,2.8,3.4,2.2,0.8,0.3,1.0,11.4
Greg Brown III,"DAL, POR","SF, PF",21.0,23.0,1.1,2.5,0.2,0.7,0.262,0.486,0.513,0.5,1.4,1.8,0.5,0.3,0.5,0.6,3.0
Greg Monroe,"WAS, MIL, MIN, 4TM, UTA",C,31.0,6.0,2.2,3.9,0.0,0.0,0.0,0.59,0.416,2.3,2.3,4.6,1.5,0.5,0.7,0.9,5.2
Greg Whittington,DEN,PF,27.0,4.0,0.0,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gui Santos,GSW,PF,21.0,23.0,1.2,2.4,0.4,1.2,0.37,0.643,0.941,0.7,1.4,2.1,0.6,0.2,0.1,0.3,3.6
Hamidou Diallo,"WAS, DET, 2TM, OKC","SF, SG",23.0,37.0,3.6,7.3,0.4,1.2,0.252,0.525,0.528,1.1,3.1,4.2,1.4,0.9,0.4,1.2,9.3
Harrison Barnes,SAC,PF,30.0,75.0,4.8,10.1,1.7,4.5,0.386,0.554,0.826,1.0,3.9,4.9,2.2,0.7,0.2,1.2,14.9
Harry Giles,"LAL, BRK, POR, 2TM",C,24.0,21.0,0.9,2.1,0.1,0.6,0.209,0.481,0.417,0.5,1.2,1.8,0.4,0.1,0.2,0.3,2.2
Hassan Whiteside,"UTA, SAC",C,32.0,50.0,3.4,5.6,0.0,0.0,0.0,0.608,0.571,2.2,4.6,6.8,0.5,0.3,1.5,1.0,8.1
Hassani Gravett,ORL,PG,25.0,8.0,2.3,4.8,1.4,3.3,0.423,0.583,0.75,0.1,2.5,2.6,2.5,0.6,0.1,1.1,6.3
Haywood Highsmith,MIA,"SF, PF",26.0,46.0,1.6,3.8,0.8,2.1,0.352,0.491,0.501,0.9,1.8,2.7,0.7,0.5,0.3,0.5,4.3
Henri Drell,CHI,SF,23.0,4.0,1.0,2.5,0.5,1.5,0.333,0.5,0.5,0.3,0.8,1.0,1.0,0.5,0.3,0.5,2.8
Henry Ellenson,TOR,PF,24.0,2.0,2.5,7.0,1.0,4.5,0.222,0.6,0.75,1.5,4.5,6.0,2.5,0.0,0.0,0.0,7.5
Herbert Jones,NOP,"SF, PF",24.0,73.0,3.7,7.6,1.0,2.8,0.363,0.546,0.824,1.3,2.6,3.8,2.4,1.6,0.7,1.3,10.1
Hunter Tyson,DEN,PF,23.0,18.0,0.4,1.1,0.2,0.8,0.286,0.667,0.0,0.1,0.4,0.5,0.1,0.1,0.0,0.1,1.1
Ibou Badji,POR,C,21.0,22.0,0.6,1.0,0.0,0.0,0.0,0.636,0.5,0.9,1.4,2.3,0.6,0.1,0.9,0.7,1.5
Ignas Brazdeikis,"NYK, PHI, 3TM, ORL",SF,22.0,14.0,1.8,4.8,0.6,1.7,0.222,0.287,0.607,0.6,2.0,2.6,0.9,0.2,0.1,0.6,4.7
Iman Shumpert,BRK,SG,30.0,2.0,0.5,2.0,0.0,1.5,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,1.0
Immanuel Quickley,"NYK, TOR, 2TM","SG, PG",23.0,60.0,4.9,11.5,2.2,5.7,0.382,0.466,0.86,0.4,3.1,3.4,3.8,0.7,0.1,1.3,14.7
Isaac Bonga,"WAS, TOR",SF,22.0,28.0,0.5,1.4,0.2,0.8,0.264,0.361,0.625,0.4,0.7,1.1,0.4,0.4,0.2,0.4,1.4
Isaac Okoro,CLE,"SF, SG",22.0,70.0,3.1,6.6,0.9,2.7,0.348,0.561,0.732,1.0,2.0,2.9,1.7,0.8,0.4,0.9,8.6
Isaiah Hartenstein,"2TM, DEN, NYK, CLE, LAC",C,23.0,53.0,2.6,4.4,0.1,0.2,0.28,0.589,0.67,2.0,3.4,5.4,1.7,0.6,1.0,1.0,6.3
Isaiah Jackson,IND,C,21.0,53.0,2.9,4.9,0.0,0.2,0.152,0.614,0.683,1.7,2.5,4.2,0.6,0.6,1.3,0.9,7.3
Isaiah Joe,"PHI, OKC",SG,22.0,62.0,2.0,4.9,1.5,3.8,0.382,0.465,0.842,0.2,1.4,1.6,0.9,0.5,0.2,0.4,6.2
Isaiah Livers,DET,"SF, PF",24.0,31.0,2.1,5.1,1.3,3.5,0.358,0.514,0.782,0.7,1.9,2.6,1.0,0.6,0.4,0.7,6.0
Isaiah Mobley,CLE,PF,24.0,11.0,1.0,2.3,0.3,0.8,0.338,0.475,0.5,0.3,1.0,1.4,0.4,0.2,0.2,0.2,2.4
Isaiah Roby,"SAS, OKC",PF,23.0,49.0,2.9,6.0,0.6,1.8,0.346,0.536,0.635,1.2,3.1,4.3,1.4,0.7,0.5,1.2,7.6
Isaiah Stewart,DET,"PF, C",20.0,59.0,3.7,7.5,0.8,2.3,0.342,0.56,0.726,2.4,5.2,7.5,1.3,0.4,1.0,1.2,9.6
Isaiah Thomas,"NOP, 3TM, PHO, LAL, DAL, CHO",PG,32.0,9.0,2.6,7.2,0.9,3.4,0.285,0.419,0.584,0.2,0.8,1.0,1.8,0.2,0.2,0.8,6.8
Isaiah Todd,WAS,PF,20.0,9.0,0.6,2.7,0.2,1.5,0.175,0.261,0.666,0.3,1.2,1.5,0.5,0.2,0.1,0.3,1.6
Isaiah Wong,IND,SG,23.0,1.0,1.0,3.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Ish Smith,"DEN, WAS, 2TM, CHO",PG,33.0,43.0,2.4,5.6,0.3,0.8,0.361,0.432,0.614,0.4,1.8,2.2,3.5,0.6,0.3,1.1,5.3
Ish Wainright,"PHO, 2TM, POR","SF, PF",28.0,25.0,0.8,2.5,0.6,1.9,0.325,0.198,0.684,0.5,1.0,1.5,0.3,0.4,0.1,0.3,2.5
Ivica Zubac,LAC,C,24.0,73.0,4.2,6.6,0.0,0.0,0.062,0.642,0.734,2.9,5.8,8.7,1.3,0.4,1.1,1.3,10.4
Izaiah Brockington,NOP,PG,24.0,1.0,2.0,5.0,0.0,1.0,0.0,0.5,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0
JD Davison,BOS,SG,20.0,10.0,0.6,1.6,0.3,0.8,0.358,0.45,0.625,0.2,0.8,1.0,1.1,0.2,0.2,0.3,1.8
JJ Redick,"DAL, NOP, 2TM",SG,36.0,29.0,2.2,5.7,1.4,3.8,0.377,0.401,0.9,0.1,1.3,1.4,1.1,0.3,0.1,0.8,6.8
JT Thor,CHO,PF,20.0,55.0,1.1,2.7,0.4,1.3,0.307,0.535,0.617,0.5,1.4,1.9,0.5,0.2,0.3,0.4,3.0
Ja Morant,MEM,PG,22.0,48.0,8.8,18.6,1.4,4.7,0.307,0.527,0.762,1.0,4.3,5.3,7.6,1.0,0.4,3.2,24.4
JaKarr Sampson,IND,PF,27.0,29.0,1.9,3.9,0.1,0.5,0.2,0.541,0.655,0.9,1.7,2.7,0.1,0.1,0.5,0.5,4.6
JaMychal Green,"DEN, GSW",PF,31.0,61.0,2.6,5.2,0.9,2.4,0.348,0.607,0.818,1.3,2.9,4.2,0.9,0.5,0.4,0.9,7.0
JaQuori McLaughlin,DAL,PG,24.0,4.0,0.0,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
JaVale McGee,"2TM, PHO, DEN, CLE, DAL, SAC",C,34.0,42.0,2.8,5.0,0.1,0.3,0.204,0.584,0.64,1.5,3.1,4.6,0.6,0.3,0.9,1.1,6.4
Jabari Parker,"SAC, 2TM, BOS",PF,25.0,10.0,1.9,3.6,0.3,0.8,0.22,0.598,0.635,0.6,2.2,2.8,0.6,0.1,0.3,0.8,4.8
Jabari Smith Jr.,HOU,PF,20.0,78.0,4.8,11.2,1.6,5.0,0.335,0.508,0.798,1.6,6.0,7.6,1.5,0.6,0.8,1.2,13.2
Jabari Walker,POR,SF,20.0,64.0,2.4,5.3,0.4,1.4,0.29,0.497,0.755,1.5,3.2,4.7,0.8,0.4,0.2,0.7,6.4
Jack White,"DEN, MEM",SF,26.0,10.0,0.5,2.6,0.4,1.5,0.266,0.25,0.334,0.7,1.3,2.0,0.2,0.6,0.2,0.3,1.4
Jacob Gilyard,"BRK, 2TM, MEM",PG,25.0,21.0,1.0,3.0,0.9,2.7,0.291,0.188,0.5,0.2,1.6,1.8,3.8,1.5,0.0,1.0,3.0
Jacob Toppin,NYK,SF,23.0,9.0,0.6,1.0,0.1,0.4,0.25,0.8,1.0,0.3,0.4,0.8,0.3,0.0,0.1,0.1,1.4
Jaden Hardy,DAL,SG,20.0,60.0,2.8,6.8,1.2,3.2,0.383,0.458,0.8,0.2,1.6,1.8,1.4,0.4,0.1,0.9,8.0
Jaden Ivey,DET,SG,20.0,76.0,5.4,13.0,1.6,4.8,0.34,0.471,0.748,1.0,2.6,3.6,4.5,0.8,0.4,2.8,15.8
Jaden McDaniels,MIN,"SF, PF",22.0,71.0,3.8,7.9,1.2,3.4,0.354,0.576,0.715,1.0,2.8,3.7,1.4,0.8,0.8,1.1,9.6
Jaden Springer,"BOS, PHI, 2TM",SG,20.0,23.0,1.0,2.2,0.1,0.6,0.201,0.608,0.656,0.6,0.7,1.3,0.6,0.5,0.4,0.5,2.6
Jae Crowder,"MIL, PHO",PF,32.0,49.0,2.8,6.7,1.7,4.5,0.38,0.509,0.776,0.6,3.6,4.2,1.7,0.9,0.4,0.6,8.2
Jae'Sean Tate,HOU,"SF, PF",26.0,61.0,3.6,7.3,0.6,2.0,0.3,0.563,0.698,1.4,3.0,4.4,2.2,0.8,0.4,1.3,9.1
Jahlil Okafor,DET,C,25.0,27.0,2.3,3.8,0.1,0.3,0.222,0.656,0.708,0.9,1.6,2.4,0.5,0.2,0.2,0.8,5.4
Jahmi'us Ramsey,"TOR, SAC",SG,20.0,13.0,1.7,4.0,0.5,1.8,0.271,0.544,0.778,0.3,1.2,1.5,0.7,0.5,0.1,0.5,4.3
Jaime Echenique,WAS,C,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaime Jaquez Jr.,MIA,SF,22.0,75.0,4.5,9.3,0.9,2.7,0.322,0.558,0.811,1.1,2.7,3.8,2.6,1.0,0.3,1.5,11.9
Jake LaRavia,MEM,PF,22.0,35.0,2.2,5.7,1.1,3.2,0.339,0.492,0.802,1.0,1.8,2.8,1.2,0.6,0.2,0.9,6.9
Jake Layman,MIN,SF,26.0,40.0,1.4,3.1,0.4,1.4,0.262,0.61,0.712,0.2,1.0,1.3,0.4,0.4,0.2,0.4,3.8
Jakob Poeltl,"SAS, TOR, 2TM",C,27.0,55.0,5.2,8.2,0.0,0.0,0.167,0.632,0.553,3.3,5.6,8.8,2.5,0.8,1.4,1.5,11.8
Jalen Brunson,"DAL, NYK","SG, PG",26.0,73.0,7.5,15.2,1.8,4.4,0.399,0.54,0.828,0.5,3.1,3.6,5.3,0.8,0.1,1.8,20.4
Jalen Crutcher,NOP,PG,24.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Duren,DET,C,20.0,64.0,4.8,7.6,0.0,0.0,0.0,0.638,0.7,3.2,7.0,10.2,1.8,0.6,0.8,1.8,11.4
Jalen Green,HOU,SG,20.0,75.0,6.8,16.1,2.4,7.2,0.338,0.49,0.796,0.5,3.6,4.1,3.3,0.8,0.3,2.3,19.7
Jalen Harris,TOR,SG,22.0,13.0,2.8,5.5,1.3,2.8,0.472,0.528,0.778,0.2,1.2,1.4,1.3,0.6,0.0,1.1,7.4
Jalen Hood-Schifino,LAL,SG,20.0,21.0,0.5,2.1,0.1,0.7,0.133,0.267,0.6,0.1,0.5,0.6,0.4,0.1,0.1,0.4,1.6
Jalen Johnson,ATL,"SF, PF",21.0,49.0,3.2,6.3,0.6,1.9,0.291,0.613,0.69,0.7,3.9,4.6,1.6,0.6,0.5,0.9,8.0
Jalen Lecque,IND,PG,20.0,4.0,0.3,2.3,0.0,0.3,0.0,0.125,1.0,0.5,0.8,1.3,0.5,0.0,0.0,0.0,1.3
Jalen McDaniels,"TOR, PHI, 2TM, CHO",SF,25.0,52.0,2.7,6.0,0.7,2.2,0.323,0.523,0.78,0.8,2.7,3.4,1.2,0.7,0.3,0.9,7.3
Jalen Pickett,DEN,SG,24.0,27.0,0.6,1.3,0.3,0.9,0.36,0.6,0.75,0.0,0.5,0.5,0.8,0.1,0.0,0.3,1.6
Jalen Slawson,SAC,SF,24.0,12.0,0.3,0.5,0.0,0.2,0.0,1.0,0.0,0.1,0.5,0.6,0.2,0.1,0.1,0.2,0.7
Jalen Smith,"IND, PHO, 2TM","PF, C",21.0,43.0,3.2,6.2,0.7,2.2,0.312,0.601,0.743,1.7,3.5,5.2,0.6,0.2,0.7,0.8,8.3
Jalen Suggs,ORL,"SG, PG",21.0,59.0,4.0,9.8,1.4,4.3,0.313,0.498,0.751,0.7,2.5,3.2,3.3,1.3,0.5,2.2,11.4
Jalen Williams,OKC,"PF, SG",22.0,73.0,6.5,12.3,1.2,3.0,0.391,0.577,0.813,0.8,3.4,4.2,3.9,1.2,0.6,1.6,16.6
Jalen Wilson,BRK,PF,23.0,43.0,1.8,4.2,0.6,1.7,0.324,0.495,0.826,1.1,2.0,3.0,1.0,0.3,0.1,0.4,5.0
Jamal Cain,MIA,PF,24.0,22.0,1.7,3.4,0.4,1.2,0.352,0.566,0.778,0.7,1.5,2.2,0.6,0.5,0.2,0.3,4.6
Jamal Murray,DEN,PG,25.0,57.0,7.7,16.4,2.6,6.3,0.41,0.509,0.852,0.7,3.3,4.0,5.8,1.1,0.4,2.2,20.8
Jamaree Bouyea,"SAS, 2TM, MIA, POR, WAS",PG,24.0,5.0,1.0,2.7,0.2,1.0,0.307,0.421,0.167,0.2,1.5,1.7,0.9,0.4,0.2,0.7,2.4
James Bouknight,CHO,SG,22.0,26.0,1.6,4.4,0.8,2.3,0.361,0.411,0.679,0.3,1.2,1.5,0.8,0.2,0.1,0.5,4.6
James Ennis III,"ORL, BRK, 3TM, DEN, LAC",SF,31.0,11.0,1.9,4.1,0.6,1.5,0.362,0.484,0.521,0.8,1.5,2.3,0.6,0.4,0.3,0.4,5.3
James Harden,"HOU, PHI, 2TM, BRK, LAC",PG,32.0,44.0,6.6,15.1,2.6,7.3,0.354,0.51,0.873,0.7,6.2,6.9,10.3,1.2,0.6,3.9,22.1
James Johnson,"IND, 2TM, BRK, NOP, DAL",PF,34.0,32.0,2.1,4.8,0.4,1.6,0.208,0.527,0.634,0.5,2.2,2.7,1.6,0.6,0.6,0.8,5.2
James Nunnally,NOP,SF,30.0,9.0,0.6,1.4,0.4,1.3,0.333,1.0,0.5,0.2,0.8,1.0,0.3,0.0,0.0,0.2,1.7
James Wiseman,"GSW, DET, 2TM",C,21.0,38.0,4.1,7.3,0.1,0.5,0.237,0.586,0.686,1.6,4.1,5.7,0.7,0.2,0.6,1.2,9.6
Jamorko Pickett,DET,PF,24.0,13.0,1.4,3.8,1.0,3.0,0.333,0.455,0.5,0.5,2.0,2.5,0.5,0.0,0.5,0.4,3.8
Jarace Walker,IND,PF,20.0,33.0,1.4,3.3,0.7,1.7,0.4,0.418,0.889,0.4,1.5,1.9,1.2,0.5,0.3,0.5,3.6
Jared Butler,"UTA, WAS, OKC","SG, PG",22.0,29.0,2.2,4.6,0.8,2.1,0.375,0.523,0.516,0.2,0.9,1.1,2.0,0.6,0.1,1.0,5.4
Jared Dudley,LAL,PF,35.0,12.0,0.2,0.8,0.2,0.5,0.333,0.0,0.0,0.3,1.4,1.8,0.4,0.1,0.1,0.2,0.5
Jared Harper,"NYK, NOP",PG,24.0,6.0,1.4,2.8,0.5,1.2,0.208,0.322,0.875,0.2,0.2,0.4,1.4,0.4,0.1,0.4,3.9
Jared Rhoden,DET,SG,24.0,16.0,1.5,3.5,0.6,1.6,0.318,0.55,0.812,0.5,1.8,2.2,0.6,0.2,0.4,0.3,4.1
Jaren Jackson Jr.,MEM,"PF, C",22.0,54.0,6.2,13.8,1.6,5.2,0.319,0.529,0.813,1.5,4.4,5.9,1.4,1.0,2.1,1.8,18.0
Jarred Vanderbilt,"LAL, UTA, 2TM, MIN",PF,23.0,54.0,2.7,5.0,0.2,0.8,0.266,0.602,0.669,2.1,4.7,6.8,1.7,1.1,0.4,1.1,6.8
Jarrell Brantley,UTA,PF,25.0,16.0,1.4,2.7,0.7,1.6,0.436,0.671,1.0,0.3,1.0,1.2,0.6,0.2,0.3,0.4,3.9
Jarrett Allen,"CLE, BRK, 2TM",C,23.0,54.0,5.4,8.5,0.0,0.2,0.139,0.652,0.722,3.2,7.0,10.2,1.8,0.6,1.3,1.6,14.0
Jarrett Culver,"MEM, ATL, MIN","SF, SG",22.0,27.0,1.7,4.3,0.3,1.4,0.194,0.482,0.589,0.8,1.9,2.7,0.7,0.5,0.2,0.7,4.4
Jarron Cumberland,POR,SG,24.0,3.0,0.3,0.7,0.0,0.3,0.0,1.0,0.0,0.3,0.7,1.0,0.3,0.0,0.0,0.0,0.7
Jason Preston,"UTA, LAC",PG,24.0,10.0,1.1,2.8,0.2,0.8,0.139,0.47,0.0,0.5,1.5,2.0,2.1,0.2,0.0,0.5,2.3
Javin DeLaurier,MIL,C,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Javon Freeman-Liberty,TOR,PG,24.0,22.0,2.5,5.6,0.5,1.9,0.238,0.549,0.917,0.7,2.5,3.2,1.8,0.5,0.2,1.1,7.0
Javonte Green,"BOS, CHI, 2TM","SF, SG",28.0,31.0,2.2,4.0,0.5,1.3,0.354,0.623,0.781,1.0,2.2,3.2,0.6,0.8,0.4,0.5,5.8
Javonte Smart,"MIA, PHI, MIL, 2TM",PG,22.0,9.0,1.0,2.8,0.4,1.3,0.24,0.278,0.416,0.2,0.8,1.0,0.6,0.3,0.2,0.4,2.6
Jaxson Hayes,"LAL, NOP",C,22.0,62.0,2.5,4.0,0.1,0.4,0.221,0.676,0.716,1.2,2.4,3.6,0.6,0.4,0.6,0.7,6.5
Jay Huff,"DEN, LAL, WAS",C,24.0,10.0,0.9,1.7,0.4,0.9,0.278,0.564,0.646,0.4,1.1,1.5,0.6,0.3,0.4,0.4,2.8
Jay Scrubb,"LAC, ORL",SG,21.0,8.0,2.3,5.0,0.6,1.5,0.503,0.508,0.733,0.2,2.3,2.5,0.4,0.7,0.1,1.2,6.0
Jaylen Adams,MIL,PG,24.0,7.0,0.1,1.1,0.0,0.3,0.0,0.167,0.0,0.0,0.4,0.4,0.3,0.0,0.0,0.0,0.3
Jaylen Brown,BOS,"SF, SG",26.0,65.0,9.3,19.0,2.4,6.8,0.361,0.556,0.748,1.1,5.0,6.1,3.5,1.2,0.4,2.7,24.5
Jaylen Hoard,OKC,SF,22.0,13.0,4.3,8.8,0.6,2.1,0.18,0.554,0.556,2.7,5.0,7.7,1.8,0.8,0.5,1.0,10.4
Jaylen Morris,SAS,SG,26.0,3.0,0.0,2.0,0.0,0.7,0.0,0.0,0.5,0.0,0.7,0.7,0.7,0.0,0.0,0.3,0.7
Jaylen Nowell,"MEM, DET, 2TM, MIN",SG,23.0,32.0,3.2,7.0,0.8,2.7,0.288,0.548,0.804,0.5,1.6,2.1,1.6,0.4,0.2,0.6,8.0
Jaylin Williams,OKC,C,20.0,59.0,1.8,4.0,0.8,2.2,0.387,0.482,0.754,0.7,3.4,4.2,1.6,0.5,0.3,0.6,5.0
Jaysean Paige,DET,PG,27.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
Jayson Tatum,BOS,"SF, PF",24.0,72.0,9.4,20.4,3.0,8.4,0.366,0.532,0.852,1.0,7.1,8.1,4.6,1.1,0.6,2.8,27.6
Jeenathan Williams,"HOU, POR",SG,24.0,14.0,3.0,5.0,0.4,0.9,0.388,0.616,0.602,1.2,0.8,2.0,1.2,0.4,0.2,0.5,6.8
Jeff Dowtin,"PHI, ORL, GSW, MIL, 3TM, TOR",PG,24.0,9.0,1.0,2.6,0.2,1.0,0.174,0.413,0.57,0.6,1.0,1.5,1.2,0.5,0.1,0.4,2.3
Jeff Green,"DEN, HOU, BRK",PF,36.0,69.0,3.1,6.4,0.8,2.5,0.336,0.579,0.793,0.6,2.4,3.0,1.2,0.4,0.4,0.8,8.9
Jeff Teague,"BOS, MIL, 2TM",PG,32.0,37.0,2.2,5.1,0.7,1.4,0.429,0.442,0.849,0.3,1.3,1.6,2.4,0.6,0.2,1.2,6.7
Jemerrio Jones,LAL,SF,26.0,2.0,1.0,1.5,0.0,0.0,0.0,0.667,0.0,1.0,0.5,1.5,0.0,0.5,0.0,0.0,2.0
Jerami Grant,"DET, POR","SF, PF",28.0,54.0,6.9,15.6,2.1,5.6,0.378,0.484,0.828,0.7,3.5,4.2,2.6,0.8,0.9,1.9,20.8
Jeremiah Martin,CLE,PG,24.0,9.0,1.0,3.7,0.3,1.3,0.25,0.286,0.2,0.2,0.6,0.8,0.4,0.6,0.2,0.7,2.4
Jeremiah Robinson-Earl,"NOP, OKC","PF, C",22.0,44.0,2.2,4.9,0.8,2.3,0.339,0.527,0.775,1.3,2.7,3.9,0.8,0.5,0.2,0.5,5.7
Jeremy Lamb,"IND, SAC, 2TM","SF, SG",29.0,37.0,2.7,6.7,1.1,3.2,0.341,0.45,0.868,0.6,2.5,3.1,1.5,0.6,0.5,0.7,8.1
Jeremy Sochan,SAS,PF,20.0,65.0,4.6,10.2,0.8,2.8,0.277,0.506,0.734,1.8,4.1,5.8,3.0,0.8,0.4,1.8,11.3
Jericho Sims,NYK,"PF, C",24.0,46.0,1.1,1.5,0.0,0.0,0.0,0.732,0.61,1.5,2.5,4.0,0.5,0.3,0.5,0.5,2.5
Jermaine Samuels,HOU,SF,25.0,14.0,0.6,1.0,0.0,0.1,0.0,0.75,1.0,0.2,0.7,0.9,0.2,0.1,0.1,0.0,1.4
Jerome Robinson,"WAS, GSW",SG,24.0,20.0,1.0,3.6,0.4,1.6,0.19,0.442,0.718,0.1,1.1,1.2,0.8,0.4,0.2,0.6,3.2
Jett Howard,ORL,SF,20.0,18.0,0.6,1.7,0.4,1.4,0.28,0.6,0.5,0.1,0.3,0.4,0.3,0.1,0.1,0.2,1.6
Jevon Carter,"2TM, BRK, MIL, PHO, CHI",PG,26.0,58.0,1.9,4.6,1.2,2.9,0.4,0.432,0.748,0.3,1.5,1.7,1.6,0.5,0.2,0.5,5.1
Jimmy Butler,MIA,"SF, PF",32.0,58.0,7.0,14.0,0.6,2.0,0.31,0.535,0.86,1.9,4.1,6.0,5.7,1.7,0.4,1.9,21.6
Jock Landale,"SAS, HOU, PHO",C,27.0,60.0,2.1,4.1,0.3,1.2,0.275,0.608,0.794,1.5,1.7,3.3,1.0,0.3,0.4,0.7,5.5
Joe Harris,"BRK, DET","SF, SG",30.0,43.0,3.2,6.8,2.1,4.8,0.425,0.492,0.688,0.4,2.3,2.6,1.2,0.5,0.2,0.7,8.8
Joe Ingles,"UTA, MIL, ORL",SF,34.0,56.0,2.6,5.8,1.8,4.5,0.41,0.55,0.824,0.3,2.5,2.8,3.6,0.6,0.1,1.2,7.6
Joe Johnson,BOS,SG,40.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Joe Wieskamp,"SAS, TOR","SF, SG",22.0,19.0,0.5,1.8,0.4,1.4,0.288,0.231,0.269,0.0,0.4,0.4,0.3,0.0,0.0,0.1,1.6
Joel Ayayi,WAS,SG,21.0,7.0,0.1,0.9,0.0,0.1,0.0,0.2,0.0,0.1,0.3,0.4,0.6,0.0,0.0,0.0,0.3
Joel Embiid,PHI,C,28.0,56.0,10.3,19.8,1.2,3.3,0.366,0.553,0.853,2.1,8.8,10.9,4.2,1.1,1.6,3.4,31.7
John Butler,POR,C,20.0,19.0,0.9,2.8,0.4,1.8,0.229,0.5,0.75,0.2,0.7,0.9,0.6,0.4,0.5,0.1,2.4
John Collins,"ATL, UTA",PF,24.0,64.0,6.0,11.3,1.2,3.4,0.356,0.607,0.806,1.8,5.8,7.6,1.3,0.6,1.0,1.2,15.5
John Konchar,MEM,"SF, SG",26.0,60.0,1.8,3.8,0.7,2.0,0.361,0.577,0.75,1.0,3.1,4.2,1.5,0.8,0.4,0.5,4.6
John Wall,"HOU, LAC",PG,31.0,37.0,5.7,14.0,1.5,4.7,0.31,0.454,0.715,0.4,2.6,3.0,6.1,1.0,0.6,3.0,16.0
Johnny Davis,WAS,SG,20.0,39.0,1.8,4.6,0.4,1.6,0.296,0.453,0.551,0.4,1.6,1.8,0.8,0.4,0.2,0.4,4.4
Johnny Juzang,UTA,SG,22.0,19.0,2.2,5.6,1.2,3.7,0.327,0.532,0.607,0.4,1.6,2.0,0.8,0.2,0.2,0.4,6.0
Jon Teske,MEM,C,24.0,3.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,0.3,0.0,0.0,0.0
Jonas Valančiūnas,"NOP, MEM",C,30.0,74.0,6.1,11.0,0.5,1.5,0.346,0.594,0.801,3.1,7.6,10.7,2.1,0.5,0.8,1.8,15.3
Jonathan Isaac,ORL,PF,26.0,34.0,2.2,4.8,0.6,1.6,0.388,0.509,0.638,1.4,2.9,4.2,0.5,1.0,0.8,0.4,5.9
