Player,Age,Team,Pos,G,FG,FGA,FG%,3P,3PA,3P%,2P%,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS
JT Thor,20.0,CHO,PF,69.0,1.4,3.4,0.399,0.6,1.8,0.317,0.487,0.702,0.5,1.7,2.2,0.5,0.3,0.3,0.6,3.8
A.J. Lawson,22.0,2TM,SG,15.0,1.5,2.9,0.5,0.7,1.7,0.4,0.632,0.25,0.4,1.0,1.4,0.1,0.1,0.0,0.2,3.7
A.J. Lawson,22.0,MIN,SG,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
A.J. Lawson,22.0,DAL,SG,14.0,1.5,3.1,0.488,0.7,1.8,0.4,0.611,0.25,0.4,1.0,1.4,0.1,0.1,0.0,0.2,3.9
David Duke Jr.,23.0,BRK,SG,23.0,1.6,3.4,0.462,0.0,0.5,0.083,0.53,0.706,0.5,0.8,1.3,0.9,0.4,0.0,0.8,3.7
Nathan Knight,25.0,MIN,C,38.0,1.2,2.1,0.568,0.2,0.6,0.364,0.644,0.684,0.6,0.9,1.5,0.3,0.3,0.2,0.6,3.7
Jordan McLaughlin,26.0,MIN,PG,43.0,1.4,3.4,0.421,0.6,1.8,0.308,0.552,0.833,0.3,1.1,1.4,3.4,0.7,0.1,0.8,3.7
Orlando Robinson,22.0,MIA,C,31.0,1.5,2.9,0.528,0.0,0.2,0.0,0.566,0.71,1.5,2.5,4.1,0.8,0.4,0.4,0.5,3.7
Matt Ryan,25.0,2TM,SF,34.0,1.2,3.2,0.37,0.9,2.5,0.381,0.333,0.833,0.1,0.6,0.8,0.5,0.1,0.0,0.2,3.6
Matt Ryan,25.0,LAL,SF,12.0,1.3,4.1,0.306,1.1,2.9,0.371,0.143,0.8,0.2,1.0,1.2,0.3,0.2,0.0,0.3,3.9
Matt Ryan,25.0,MIN,SF,22.0,1.1,2.7,0.424,0.9,2.2,0.388,0.6,0.857,0.1,0.5,0.5,0.5,0.1,0.0,0.2,3.4
Bryn Forbes,29.0,MIN,SG,25.0,1.2,3.3,0.361,0.6,1.8,0.304,0.432,1.0,0.2,0.4,0.6,0.7,0.3,0.1,0.5,3.6
Damian Jones,27.0,2TM,C,41.0,1.3,2.1,0.64,0.2,0.4,0.588,0.652,0.759,1.0,2.0,3.0,0.4,0.2,0.5,0.6,3.5
Damian Jones,27.0,LAL,C,22.0,0.9,1.7,0.541,0.0,0.1,0.0,0.588,0.75,0.8,1.7,2.5,0.2,0.1,0.5,0.4,2.5
Damian Jones,27.0,UTA,C,19.0,1.8,2.6,0.714,0.5,0.7,0.714,0.714,0.778,1.3,2.3,3.5,0.6,0.3,0.5,0.7,4.6
Udoka Azubuike,23.0,UTA,C,36.0,1.6,2.0,0.819,0.0,0.0,0.0,0.819,0.35,0.9,2.4,3.3,0.3,0.2,0.4,0.5,3.5
Miles McBride,22.0,NYK,PG,64.0,1.2,3.4,0.358,0.6,2.1,0.299,0.457,0.667,0.2,0.6,0.8,1.1,0.6,0.1,0.4,3.5
P.J. Tucker,37.0,PHI,PF,75.0,1.3,3.0,0.427,0.7,1.9,0.393,0.482,0.826,1.3,2.7,3.9,0.8,0.5,0.2,0.6,3.5
Amir Coffey,25.0,LAC,SF,50.0,1.1,2.9,0.386,0.2,0.8,0.275,0.429,0.778,0.3,0.7,1.1,1.1,0.1,0.1,0.4,3.4
Taj Gibson,37.0,WAS,C,49.0,1.3,2.6,0.52,0.2,0.5,0.333,0.564,0.714,0.7,1.2,1.9,0.7,0.3,0.2,0.5,3.4
Kai Jones,22.0,CHO,C,46.0,1.5,2.6,0.558,0.1,0.4,0.211,0.624,0.731,0.8,1.9,2.7,0.3,0.4,0.7,0.7,3.4
Wesley Matthews,36.0,MIL,SF,52.0,1.1,3.1,0.363,0.8,2.4,0.315,0.528,0.857,0.7,1.5,2.2,0.7,0.4,0.3,0.3,3.4
Micah Potter,24.0,UTA,PF,7.0,1.4,2.1,0.667,0.6,1.0,0.571,0.75,0.0,0.4,1.9,2.3,0.6,0.1,0.0,0.3,3.4
Jericho Sims,24.0,NYK,C,52.0,1.6,2.1,0.776,0.0,0.0,0.0,0.783,0.75,1.9,2.8,4.7,0.5,0.3,0.5,0.5,3.4
Anthony Gill,30.0,WAS,PF,59.0,1.2,2.2,0.538,0.1,0.5,0.138,0.65,0.731,0.6,1.1,1.7,0.6,0.1,0.2,0.3,3.3
Boban Marjanović,34.0,HOU,C,31.0,1.3,1.9,0.683,0.0,0.0,0.0,0.695,0.741,0.6,1.3,1.9,0.3,0.2,0.1,0.5,3.3
Raul Neto,30.0,CLE,PG,48.0,1.2,2.3,0.518,0.3,0.9,0.286,0.662,0.912,0.2,0.8,1.0,1.6,0.4,0.1,0.5,3.3
Peyton Watson,20.0,DEN,SG,23.0,1.3,2.6,0.492,0.3,0.6,0.429,0.511,0.55,0.3,1.3,1.6,0.5,0.1,0.5,0.3,3.3
Jared Rhoden,23.0,DET,SG,14.0,1.2,3.1,0.386,0.4,1.4,0.25,0.5,1.0,0.8,1.9,2.6,0.3,0.3,0.1,0.2,3.2
Max Christie,19.0,LAL,SG,41.0,1.1,2.6,0.415,0.6,1.5,0.419,0.409,0.875,0.2,1.7,1.8,0.5,0.2,0.2,0.3,3.1
Jordan Hall,21.0,SAS,SF,9.0,1.0,3.1,0.321,0.3,1.7,0.2,0.462,0.778,0.3,1.0,1.3,1.2,0.1,0.0,0.8,3.1
Richaun Holmes,29.0,SAC,C,42.0,1.3,2.1,0.618,0.1,0.2,0.625,0.617,0.789,0.7,1.2,1.9,0.2,0.1,0.3,0.3,3.1
Christian Koloko,22.0,TOR,C,58.0,1.2,2.6,0.48,0.0,0.2,0.083,0.514,0.627,1.4,1.5,2.9,0.5,0.4,1.0,0.3,3.1
Josh Minott,20.0,MIN,SF,15.0,1.2,2.4,0.5,0.1,0.4,0.333,0.533,1.0,0.3,1.3,1.7,0.3,0.3,0.4,0.2,3.1
Jamaree Bouyea,23.0,2TM,PG,5.0,1.2,2.8,0.429,0.4,1.2,0.333,0.5,0.5,0.2,1.0,1.2,0.8,0.8,0.4,0.8,3.0
Jamaree Bouyea,23.0,MIA,PG,4.0,1.5,3.3,0.462,0.5,1.3,0.4,0.5,0.5,0.3,1.0,1.3,1.0,1.0,0.5,1.0,3.8
Jamaree Bouyea,23.0,WAS,PG,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Juan Toscano-Anderson,29.0,2TM,SF,52.0,1.2,2.8,0.448,0.2,0.8,0.186,0.56,0.792,0.5,1.8,2.4,1.3,0.3,0.2,0.7,3.0
Juan Toscano-Anderson,29.0,LAL,SF,30.0,1.1,2.2,0.5,0.1,0.7,0.2,0.63,0.733,0.5,1.6,2.0,0.8,0.3,0.2,0.6,2.7
Juan Toscano-Anderson,29.0,UTA,SF,22.0,1.4,3.5,0.403,0.2,1.0,0.174,0.5,0.889,0.6,2.2,2.9,1.8,0.3,0.1,0.8,3.4
Tyler Dorsey,26.0,DAL,SF,3.0,1.3,1.7,0.8,0.3,0.7,0.5,1.0,0.0,0.3,0.3,0.7,0.0,0.0,0.0,0.0,3.0
Usman Garuba,20.0,HOU,C,75.0,1.1,2.4,0.486,0.3,0.8,0.407,0.525,0.617,1.6,2.5,4.1,0.9,0.6,0.4,0.6,3.0
Jacob Gilyard,24.0,MEM,PG,1.0,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,0.0,4.0,4.0,7.0,3.0,0.0,2.0,3.0
Jake LaRavia,21.0,MEM,PF,35.0,1.1,2.7,0.389,0.7,2.0,0.338,0.542,0.778,0.5,1.3,1.8,0.6,0.3,0.1,0.5,3.0
Robin Lopez,34.0,CLE,C,37.0,1.3,2.0,0.64,0.1,0.1,0.5,0.648,0.778,0.6,0.8,1.4,0.5,0.1,0.2,0.7,3.0
Trevelin Queen,25.0,IND,SG,7.0,1.0,4.1,0.241,0.3,2.1,0.133,0.357,1.0,1.1,1.3,2.4,0.9,0.3,0.7,1.0,3.0
Terry Taylor,23.0,2TM,PF,31.0,1.3,2.4,0.52,0.2,0.6,0.263,0.607,0.545,0.9,0.6,1.5,0.3,0.1,0.2,0.3,2.9
Terry Taylor,23.0,IND,PF,26.0,1.2,2.5,0.462,0.2,0.7,0.222,0.553,0.714,0.8,0.7,1.5,0.4,0.1,0.2,0.3,2.7
Terry Taylor,23.0,CHI,PF,5.0,1.8,2.0,0.9,0.2,0.2,1.0,0.889,0.25,1.0,0.6,1.6,0.0,0.0,0.2,0.0,4.0
Dru Smith,25.0,2TM,SG,15.0,1.2,3.0,0.4,0.3,1.3,0.263,0.5,1.0,0.1,1.5,1.6,1.5,0.7,0.3,0.2,2.9
Dru Smith,25.0,MIA,SG,5.0,1.0,2.8,0.357,0.2,1.2,0.167,0.5,0.0,0.2,1.6,1.8,1.0,0.8,0.6,0.2,2.2
Dru Smith,25.0,BRK,SG,10.0,1.3,3.1,0.419,0.4,1.3,0.308,0.5,1.0,0.1,1.4,1.5,1.7,0.6,0.1,0.2,3.3
Juancho Hernangómez,27.0,TOR,PF,42.0,1.1,2.7,0.421,0.4,1.6,0.254,0.66,0.563,0.6,2.3,2.9,0.6,0.4,0.1,0.4,2.9
Carlik Jones,25.0,CHI,PG,7.0,0.9,2.1,0.4,0.4,0.9,0.5,0.333,0.625,0.1,0.6,0.7,0.9,0.3,0.0,0.3,2.9
Frank Ntilikina,24.0,DAL,SG,47.0,1.0,2.8,0.364,0.4,1.4,0.254,0.477,0.667,0.1,1.2,1.3,1.2,0.3,0.1,0.6,2.9
Jason Preston,23.0,LAC,PG,14.0,1.3,2.9,0.439,0.4,1.3,0.278,0.565,0.0,0.1,1.4,1.6,1.9,0.1,0.0,0.7,2.9
Kessler Edwards,22.0,2TM,SF,36.0,1.0,2.6,0.387,0.5,1.5,0.309,0.5,0.733,0.6,1.1,1.7,0.6,0.4,0.2,0.4,2.8
Kessler Edwards,22.0,BRK,SF,14.0,0.4,1.7,0.25,0.1,0.9,0.167,0.333,0.5,0.4,0.6,1.0,0.1,0.2,0.1,0.3,1.1
Kessler Edwards,22.0,SAC,SF,22.0,1.4,3.1,0.435,0.7,2.0,0.349,0.577,0.769,0.8,1.4,2.1,1.0,0.5,0.2,0.4,3.9
James Johnson,35.0,IND,PF,18.0,1.2,2.7,0.449,0.2,0.8,0.2,0.559,0.5,0.2,1.4,1.7,0.8,0.4,0.3,0.4,2.8
Moussa Diabaté,21.0,LAC,C,22.0,1.1,2.1,0.511,0.0,0.1,0.5,0.511,0.625,1.4,0.9,2.3,0.2,0.3,0.4,0.4,2.7
Mamadi Diakite,26.0,CLE,C,22.0,1.1,2.3,0.48,0.3,1.0,0.333,0.586,1.0,0.4,1.0,1.4,0.4,0.2,0.4,0.5,2.6
Isaiah Mobley,23.0,CLE,PF,12.0,1.0,2.3,0.429,0.3,0.7,0.375,0.45,1.0,0.3,1.3,1.7,0.3,0.3,0.3,0.1,2.6
Jaden Springer,20.0,PHI,SG,16.0,1.1,2.2,0.486,0.1,0.3,0.4,0.5,0.75,0.4,0.5,0.9,0.5,0.4,0.2,0.2,2.6
Frank Kaminsky,29.0,2TM,C,36.0,0.9,1.8,0.492,0.4,0.9,0.394,0.6,0.875,0.2,1.3,1.4,0.9,0.2,0.1,0.3,2.5
Frank Kaminsky,29.0,ATL,C,26.0,1.0,1.7,0.568,0.4,0.9,0.478,0.667,0.833,0.1,1.3,1.4,0.8,0.2,0.0,0.3,2.7
Frank Kaminsky,29.0,HOU,C,10.0,0.6,1.9,0.316,0.2,1.0,0.2,0.444,1.0,0.4,1.2,1.6,1.1,0.1,0.3,0.0,1.8
Lester Quiñones,22.0,GSW,SG,4.0,0.5,1.3,0.4,0.5,1.0,0.5,0.0,0.667,0.3,0.5,0.8,0.5,0.3,0.0,1.3,2.5
Ish Smith,34.0,DEN,PG,43.0,1.2,3.0,0.397,0.0,0.3,0.167,0.42,0.5,0.1,1.1,1.3,2.3,0.2,0.2,1.0,2.5
John Butler,20.0,POR,C,19.0,0.9,2.8,0.321,0.4,1.8,0.229,0.5,0.75,0.2,0.7,0.9,0.6,0.4,0.5,0.1,2.4
Jeff Dowtin,25.0,TOR,PG,25.0,1.0,2.3,0.439,0.2,0.6,0.313,0.488,0.667,0.2,0.7,0.9,1.2,0.4,0.1,0.2,2.4
Theo Pinson,27.0,DAL,SG,40.0,0.8,2.2,0.356,0.6,1.6,0.355,0.36,0.846,0.3,1.3,1.6,1.2,0.2,0.0,0.3,2.4
Neemias Queta,23.0,SAC,C,5.0,1.2,1.8,0.667,0.0,0.0,0.0,0.667,0.0,1.0,1.2,2.2,0.2,0.0,0.4,0.2,2.4
Trent Forrest,24.0,ATL,SG,23.0,1.1,2.6,0.417,0.0,0.1,0.0,0.431,0.667,0.2,1.4,1.6,1.7,0.3,0.1,0.7,2.3
Scotty Pippen Jr.,22.0,LAL,PG,6.0,0.7,2.0,0.333,0.2,0.5,0.333,0.333,0.556,0.3,0.3,0.7,0.3,0.3,0.2,0.3,2.3
Justin Champagnie,21.0,2TM,SF,5.0,1.0,3.0,0.333,0.2,1.0,0.2,0.4,0.0,0.6,1.0,1.6,0.8,0.2,0.0,0.0,2.2
Justin Champagnie,21.0,TOR,SF,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,1.0,1.3,0.3,0.0,0.0,0.0,2.0
Justin Champagnie,21.0,BOS,SF,2.0,1.0,6.0,0.167,0.5,2.5,0.2,0.143,0.0,1.0,1.0,2.0,1.5,0.5,0.0,0.0,2.5
Khem Birch,30.0,TOR,C,20.0,1.0,1.6,0.594,0.1,0.1,0.5,0.6,0.8,0.4,0.9,1.3,0.4,0.3,0.3,0.4,2.2
Kennedy Chandler,20.0,MEM,PG,36.0,1.0,2.3,0.422,0.1,0.4,0.133,0.485,0.462,0.3,0.8,1.1,1.6,0.3,0.1,0.5,2.2
Ron Harper Jr.,22.0,TOR,PF,9.0,0.9,1.8,0.5,0.3,1.0,0.333,0.714,1.0,0.3,0.4,0.8,0.4,0.0,0.1,0.0,2.2
Dalen Terry,20.0,CHI,SG,38.0,0.8,1.9,0.444,0.2,0.7,0.259,0.556,0.667,0.3,0.7,1.0,0.6,0.3,0.1,0.2,2.2
Nerlens Noel,28.0,2TM,C,17.0,0.8,2.1,0.361,0.1,0.1,0.5,0.353,0.667,0.6,2.1,2.7,0.6,0.9,0.6,0.8,2.1
Nerlens Noel,28.0,DET,C,14.0,0.9,2.1,0.4,0.1,0.1,0.5,0.393,0.7,0.5,2.1,2.6,0.5,0.9,0.6,0.6,2.3
Nerlens Noel,28.0,BRK,C,3.0,0.3,2.0,0.167,0.0,0.0,0.0,0.167,0.5,1.0,2.0,3.0,1.0,1.0,0.3,1.7,1.0
Davon Reed,27.0,2TM,SG,43.0,0.7,2.0,0.333,0.4,1.1,0.37,0.289,0.667,0.2,1.1,1.4,0.5,0.3,0.1,0.5,2.1
Davon Reed,27.0,DEN,SG,35.0,0.7,2.3,0.313,0.5,1.3,0.364,0.25,0.75,0.3,1.3,1.6,0.5,0.4,0.1,0.6,2.3
Davon Reed,27.0,LAL,SG,8.0,0.4,0.5,0.75,0.1,0.3,0.5,1.0,0.25,0.1,0.4,0.5,0.5,0.3,0.0,0.0,1.0
Andre Iguodala,39.0,GSW,PF,8.0,0.9,1.9,0.467,0.1,1.1,0.111,1.0,0.667,0.4,1.8,2.1,2.4,0.5,0.4,1.1,2.1
Chris Silva,26.0,DAL,PF,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Garrett Temple,36.0,NOP,SG,25.0,0.7,1.8,0.4,0.4,1.0,0.423,0.368,0.75,0.2,0.5,0.7,0.5,0.4,0.1,0.2,2.0
Stanley Umude,23.0,DET,SG,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
Donovan Williams,21.0,ATL,SG,2.0,1.0,2.5,0.4,0.0,1.0,0.0,0.667,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
Vince Williams Jr.,22.0,MEM,SG,15.0,0.8,2.7,0.3,0.3,1.9,0.143,0.667,1.0,0.3,0.7,1.0,0.3,0.4,0.1,0.3,2.0
Ryan Rollins,20.0,GSW,PG,12.0,0.6,1.7,0.35,0.3,0.8,0.333,0.364,1.0,0.3,0.8,1.0,0.5,0.1,0.1,1.3,1.9
Greg Brown III,21.0,POR,PF,16.0,0.7,1.8,0.393,0.1,0.4,0.143,0.476,0.417,0.1,1.1,1.2,0.2,0.3,0.3,0.4,1.8
Trevor Hudgins,23.0,HOU,PG,5.0,0.4,1.8,0.222,0.4,1.6,0.25,0.0,1.0,0.0,0.0,0.0,0.6,0.0,0.0,0.2,1.8
Alize Johnson,26.0,SAS,PF,4.0,0.8,1.5,0.5,0.0,0.5,0.0,0.75,0.5,0.5,2.0,2.5,0.3,0.3,0.0,1.0,1.8
Xavier Moon,28.0,LAC,SG,4.0,0.8,2.3,0.333,0.3,0.8,0.333,0.333,0.0,0.0,0.8,0.8,1.3,0.0,0.0,0.3,1.8
Alex Len,29.0,SAC,C,26.0,0.6,1.2,0.533,0.0,0.1,0.0,0.571,0.688,0.9,1.4,2.3,0.5,0.2,0.4,0.6,1.7
Dylan Windler,26.0,CLE,SF,3.0,0.7,1.0,0.667,0.3,0.7,0.5,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,1.7
Buddy Boeheim,23.0,DET,SF,10.0,0.5,2.7,0.185,0.4,2.5,0.16,0.5,1.0,0.2,0.4,0.6,0.4,0.2,0.0,0.0,1.6
Tony Bradley,25.0,CHI,C,12.0,0.5,1.0,0.5,0.3,0.4,0.6,0.429,1.0,0.1,0.8,0.9,0.1,0.1,0.1,0.1,1.6
JD Davison,20.0,BOS,SG,12.0,0.7,1.6,0.421,0.2,0.6,0.286,0.5,0.5,0.2,0.6,0.8,0.9,0.2,0.2,0.3,1.6
Kendall Brown,19.0,IND,SG,6.0,0.7,1.2,0.571,0.0,0.2,0.0,0.667,0.5,0.3,0.7,1.0,0.5,0.7,0.0,0.3,1.5
Matthew Dellavedova,32.0,SAC,PG,32.0,0.5,1.6,0.34,0.3,0.8,0.333,0.348,0.571,0.0,0.4,0.4,1.3,0.2,0.0,0.3,1.5
Keon Ellis,23.0,SAC,SG,16.0,0.4,1.0,0.438,0.4,0.8,0.5,0.25,0.571,0.3,0.3,0.5,0.4,0.3,0.1,0.1,1.5
Mfiondu Kabengele,25.0,BOS,PF,4.0,0.5,1.8,0.286,0.0,0.8,0.0,0.5,1.0,1.3,1.3,2.5,0.0,0.5,0.0,0.3,1.5
Jordan Schakel,24.0,WAS,SF,2.0,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.5
Isaiah Todd,21.0,WAS,PF,6.0,0.5,3.2,0.158,0.2,1.7,0.1,0.222,1.0,0.3,1.7,2.0,0.7,0.2,0.0,0.3,1.5
Thanasis Antetokounmpo,30.0,MIL,PF,37.0,0.5,1.2,0.435,0.0,0.2,0.0,0.526,0.5,0.4,0.8,1.2,0.4,0.1,0.1,0.3,1.4
PJ Dozier,26.0,SAC,SF,16.0,0.6,2.1,0.303,0.1,1.0,0.125,0.471,0.0,0.1,0.8,0.9,0.6,0.4,0.1,0.3,1.4
Wendell Moore Jr.,21.0,MIN,SG,29.0,0.6,1.5,0.419,0.1,0.6,0.118,0.615,0.8,0.1,0.5,0.6,0.6,0.3,0.2,0.3,1.4
Ryan Arcidiacono,28.0,2TM,PG,20.0,0.5,1.9,0.243,0.4,1.2,0.348,0.071,0.0,0.0,0.8,0.8,1.2,0.3,0.0,0.4,1.3
Ryan Arcidiacono,28.0,NYK,PG,11.0,0.1,0.5,0.2,0.1,0.3,0.333,0.0,0.0,0.0,0.4,0.4,0.2,0.2,0.0,0.1,0.3
Ryan Arcidiacono,28.0,POR,PG,9.0,0.9,3.6,0.25,0.8,2.2,0.35,0.083,0.0,0.0,1.2,1.2,2.3,0.3,0.0,0.7,2.6
Facundo Campazzo,31.0,DAL,PG,8.0,0.4,1.6,0.231,0.4,1.4,0.273,0.0,0.5,0.0,0.3,0.3,1.1,0.8,0.0,0.4,1.3
Braxton Key,25.0,DET,SF,3.0,0.3,0.3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,1.3
Tyrese Martin,23.0,ATL,SG,16.0,0.6,1.4,0.391,0.1,0.4,0.143,0.5,1.0,0.3,0.4,0.8,0.1,0.1,0.0,0.1,1.3
KZ Okpala,23.0,SAC,PF,35.0,0.5,1.1,0.421,0.2,0.6,0.333,0.529,0.875,0.2,0.8,1.0,0.4,0.2,0.2,0.2,1.3
Cole Swider,23.0,LAL,SF,7.0,0.4,1.3,0.333,0.4,1.1,0.375,0.0,0.0,0.1,0.9,1.0,0.6,0.0,0.0,0.0,1.3
Vit Krejci,22.0,ATL,PG,29.0,0.5,1.3,0.405,0.2,0.7,0.238,0.625,0.5,0.2,0.7,0.9,0.6,0.2,0.0,0.2,1.2
Jack White,25.0,DEN,SF,17.0,0.5,1.1,0.421,0.2,0.5,0.333,0.5,0.667,0.4,0.6,1.0,0.2,0.2,0.1,0.1,1.2
Noah Vonleh,27.0,BOS,C,23.0,0.5,1.0,0.458,0.0,0.2,0.25,0.5,1.0,0.8,1.3,2.1,0.3,0.1,0.3,0.5,1.1
Malcolm Hill,27.0,CHI,SF,5.0,0.4,0.8,0.5,0.2,0.6,0.333,1.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,1.0
Trevor Keels,19.0,NYK,SG,3.0,0.3,1.3,0.25,0.3,1.3,0.25,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,1.0
Chima Moneke,27.0,SAC,SF,2.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0
Kobi Simmons,25.0,CHO,SG,5.0,0.2,1.2,0.167,0.2,1.0,0.2,0.0,1.0,0.2,0.6,0.8,1.0,0.0,0.4,0.2,1.0
Joe Wieskamp,23.0,TOR,SF,9.0,0.3,1.6,0.214,0.3,1.3,0.25,0.0,0.0,0.0,0.4,0.4,0.3,0.0,0.0,0.1,1.0
Justin Jackson,27.0,BOS,SF,23.0,0.3,1.2,0.259,0.2,0.9,0.25,0.286,0.5,0.1,0.7,0.7,0.4,0.2,0.2,0.1,0.9
Marko Simonovic,23.0,CHI,C,7.0,0.3,1.0,0.286,0.1,0.6,0.25,0.333,0.5,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.9
Dereon Seabron,22.0,NOP,SG,5.0,0.4,1.0,0.4,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.8
Vernon Carey Jr.,21.0,WAS,C,11.0,0.2,0.7,0.25,0.0,0.0,0.0,0.25,1.0,0.3,0.7,1.0,0.3,0.2,0.2,0.2,0.5
Devon Dotson,23.0,WAS,PG,6.0,0.2,1.7,0.1,0.2,0.7,0.25,0.0,0.0,1.0,0.7,1.7,1.3,0.8,0.0,0.5,0.5
Leandro Bolmaro,22.0,UTA,SF,14.0,0.2,1.4,0.15,0.0,0.3,0.0,0.188,0.0,0.3,0.2,0.5,0.5,0.2,0.1,0.5,0.4
Sterling Brown,27.0,LAL,SF,4.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8,1.3,2.0,0.5,0.8,0.0,0.0,0.0
Deonte Burton,29.0,SAC,PF,2.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Foster Jr.,20.0,PHI,PF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frank Jackson,24.0,UTA,PG,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
Alondes Williams,23.0,BRK,SG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
League Average,0.0,0,0,0.0,0.0,0.0,0.475,0.0,0.0,0.361,0.548,0.782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
